"submitNm","distur","siteId","plotId","fireYr","year","cntryId","lastNm","lat","lon","biome","fireId","paired","gtProde","hitRock","orgDepth","srfH2O","topoPos","slope","vegCvr","tsf","tsfClass","estDoy","estDepth","n"
"Douglas","burned","TF10","50",2010,2018,"US","Douglas and Jorgenson",64.71577,-148.0096,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","8","4-10","287",270,1
"Douglas","burned","TF10","50",2010,2020,"US","Douglas and Jorgenson",64.71577,-148.0096,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","10","4-10","273",310,1
"Douglas","burned","TF10","51",2010,2011,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","1","0-3","271",105,1
"Douglas","burned","TF10","51",2010,2013,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","3","0-3","281",158,1
"Douglas","burned","TF10","51",2010,2014,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","4","4-10","265",171,1
"Douglas","burned","TF10","51",2010,2018,"US","Douglas and Jorgenson",64.71577,-148.0096,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","8","4-10","287",274,1
"Douglas","burned","TF10","51",2010,2020,"US","Douglas and Jorgenson",64.71577,-148.0096,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","10","4-10","273",325,1
"Douglas","burned","TF10","52",2010,2011,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","1","0-3","271",109,1
"Douglas","burned","TF10","52",2010,2012,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","2","0-3","272",140,1
"Douglas","burned","TF10","52",2010,2013,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","3","0-3","281",147,1
"Douglas","burned","TF10","52",2010,2014,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","4","4-10","265",187,1
"Douglas","burned","TF10","52",2010,2018,"US","Douglas and Jorgenson",64.71577,-148.0096,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","8","4-10","287",276,1
"Douglas","burned","TF10","52",2010,2020,"US","Douglas and Jorgenson",64.71577,-148.0096,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","10","4-10","273",322,1
"Douglas","burned","TF10","53",2010,2011,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","1","0-3","271",108,1
"Douglas","burned","TF10","53",2010,2013,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","3","0-3","281",149,1
"Douglas","burned","TF10","53",2010,2014,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","4","4-10","265",174,1
"Douglas","burned","TF10","53",2010,2018,"US","Douglas and Jorgenson",64.71577,-148.0096,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","8","4-10","287",288,1
"Douglas","burned","TF10","53",2010,2020,"US","Douglas and Jorgenson",64.71577,-148.0096,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","10","4-10","273",321,1
"Douglas","burned","TF10","54",2010,2011,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","1","0-3","271",119,1
"Douglas","burned","TF10","54",2010,2012,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","2","0-3","272",144,1
"Douglas","burned","TF10","54",2010,2013,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","3","0-3","281",148,1
"Douglas","burned","TF10","54",2010,2014,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","4","4-10","265",169,1
"Douglas","burned","TF10","54",2010,2018,"US","Douglas and Jorgenson",64.71577,-148.0096,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","8","4-10","287",298,1
"Douglas","burned","TF10","54",2010,2020,"US","Douglas and Jorgenson",64.71577,-148.0096,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","10","4-10","273",348,1
"Douglas","burned","TF10","55",2010,2011,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","1","0-3","271",111,1
"Douglas","burned","TF10","55",2010,2013,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","3","0-3","281",144,1
"Douglas","burned","TF10","55",2010,2014,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","4","4-10","265",179,1
"Douglas","burned","TF10","55",2010,2018,"US","Douglas and Jorgenson",64.71577,-148.0096,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","8","4-10","287",303,1
"Douglas","burned","TF10","55",2010,2020,"US","Douglas and Jorgenson",64.71577,-148.0096,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","10","4-10","273",309,1
"Douglas","burned","TF10","56",2010,2011,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","1","0-3","271",102,1
"Douglas","burned","TF10","56",2010,2012,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","2","0-3","272",140,1
"Douglas","burned","TF10","56",2010,2013,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","3","0-3","281",147,1
"Douglas","burned","TF10","56",2010,2014,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","4","4-10","265",133,1
"Douglas","burned","TF10","56",2010,2018,"US","Douglas and Jorgenson",64.71577,-148.0096,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","8","4-10","287",307,1
"Douglas","burned","TF10","56",2010,2020,"US","Douglas and Jorgenson",64.71577,-148.0096,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","10","4-10","273",286,1
"Douglas","burned","TF10","57",2010,2011,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","1","0-3","271",95,1
"Douglas","burned","TF10","57",2010,2013,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","3","0-3","281",146,1
"Douglas","burned","TF10","57",2010,2014,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","4","4-10","265",144,1
"Douglas","burned","TF10","57",2010,2018,"US","Douglas and Jorgenson",64.71577,-148.0096,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","8","4-10","287",301,1
"Douglas","burned","TF10","57",2010,2020,"US","Douglas and Jorgenson",64.71577,-148.0096,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","10","4-10","273",286,1
"Douglas","burned","TF10","58",2010,2011,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","1","0-3","271",84,1
"Douglas","burned","TF10","58",2010,2012,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","2","0-3","272",133,1
"Douglas","burned","TF10","58",2010,2013,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","3","0-3","281",151,1
"Douglas","burned","TF10","58",2010,2014,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","4","4-10","265",200,1
"Douglas","burned","TF10","58",2010,2018,"US","Douglas and Jorgenson",64.71577,-148.0096,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","8","4-10","287",308,1
"Douglas","burned","TF10","58",2010,2020,"US","Douglas and Jorgenson",64.71577,-148.0096,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","10","4-10","273",300,1
"Douglas","burned","TF10","59",2010,2011,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","1","0-3","271",82,1
"Douglas","burned","TF10","59",2010,2013,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","3","0-3","281",149,1
"Douglas","burned","TF10","59",2010,2014,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","4","4-10","265",212,1
"Douglas","burned","TF10","59",2010,2018,"US","Douglas and Jorgenson",64.71577,-148.0096,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","8","4-10","287",319,1
"Douglas","burned","TF10","59",2010,2020,"US","Douglas and Jorgenson",64.71577,-148.0096,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","10","4-10","273",331,1
"Douglas","burned","TF10","60",2010,2011,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","1","0-3","271",81,1
"Douglas","burned","TF10","60",2010,2012,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","2","0-3","272",134,1
"Douglas","burned","TF10","60",2010,2013,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","3","0-3","281",171,1
"Douglas","burned","TF10","60",2010,2014,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","4","4-10","265",214,1
"Douglas","burned","TF10","60",2010,2018,"US","Douglas and Jorgenson",64.71577,-148.0096,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","8","4-10","287",350,1
"Douglas","burned","TF10","60",2010,2020,"US","Douglas and Jorgenson",64.71577,-148.0096,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","10","4-10","273",332,1
"Douglas","burned","TF10","61",2010,2011,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","1","0-3","271",89,1
"Douglas","burned","TF10","61",2010,2013,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","3","0-3","281",192,1
"Douglas","burned","TF10","61",2010,2014,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","4","4-10","265",204,1
"Douglas","burned","TF10","61",2010,2018,"US","Douglas and Jorgenson",64.71577,-148.0096,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","8","4-10","287",361,1
"Douglas","burned","TF10","61",2010,2020,"US","Douglas and Jorgenson",64.71577,-148.0096,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","10","4-10","273",347,1
"Douglas","burned","TF10","62",2010,2011,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","1","0-3","271",93,1
"Douglas","burned","TF10","62",2010,2012,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","2","0-3","272",117,1
"Douglas","burned","TF10","62",2010,2013,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","3","0-3","281",116,1
"Douglas","burned","TF10","62",2010,2014,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","4","4-10","265",199,1
"Douglas","burned","TF10","62",2010,2018,"US","Douglas and Jorgenson",64.71577,-148.0096,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","8","4-10","287",369,1
"Douglas","burned","TF10","62",2010,2020,"US","Douglas and Jorgenson",64.71577,-148.0096,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","10","4-10","273",352,1
"Douglas","burned","TF10","63",2010,2011,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","1","0-3","271",100,1
"Douglas","burned","TF10","63",2010,2013,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","3","0-3","281",137,1
"Douglas","burned","TF10","63",2010,2014,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","4","4-10","265",115,1
"Douglas","burned","TF10","63",2010,2018,"US","Douglas and Jorgenson",64.71577,-148.0096,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","8","4-10","287",333,1
"Douglas","burned","TF10","63",2010,2020,"US","Douglas and Jorgenson",64.71577,-148.0096,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","10","4-10","273",371,1
"Douglas","burned","TF10","64",2010,2011,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","1","0-3","271",109,1
"Douglas","burned","TF10","64",2010,2012,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","2","0-3","272",123,1
"Douglas","burned","TF10","64",2010,2013,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","3","0-3","281",105,1
"Douglas","burned","TF10","64",2010,2014,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","4","4-10","265",119,1
"Douglas","burned","TF10","64",2010,2018,"US","Douglas and Jorgenson",64.71577,-148.0096,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","8","4-10","287",323,1
"Douglas","burned","TF10","64",2010,2020,"US","Douglas and Jorgenson",64.71577,-148.0096,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","10","4-10","273",260,1
"Douglas","burned","TF10","65",2010,2011,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","1","0-3","271",120,1
"Douglas","burned","TF10","65",2010,2013,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","3","0-3","281",115,1
"Douglas","burned","TF10","65",2010,2014,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","4","4-10","265",126,1
"Douglas","burned","TF10","65",2010,2018,"US","Douglas and Jorgenson",64.71577,-148.0096,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","8","4-10","287",329,1
"Douglas","burned","TF10","65",2010,2020,"US","Douglas and Jorgenson",64.71577,-148.0096,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","10","4-10","273",268,1
"Douglas","burned","TF10","66",2010,2011,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","1","0-3","271",123,1
"Douglas","burned","TF10","66",2010,2012,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","2","0-3","272",146,1
"Douglas","burned","TF10","66",2010,2013,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","3","0-3","281",107,1
"Douglas","burned","TF10","66",2010,2014,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","4","4-10","265",121,1
"Douglas","burned","TF10","66",2010,2018,"US","Douglas and Jorgenson",64.71577,-148.0096,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","8","4-10","287",371,1
"Douglas","burned","TF10","66",2010,2020,"US","Douglas and Jorgenson",64.71577,-148.0096,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","10","4-10","273",271,1
"Douglas","burned","TF10","67",2010,2011,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","1","0-3","271",148,1
"Douglas","burned","TF10","67",2010,2013,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","3","0-3","281",164,1
"Douglas","burned","TF10","67",2010,2014,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","4","4-10","265",170,1
"Douglas","burned","TF10","67",2010,2020,"US","Douglas and Jorgenson",64.71577,-148.0096,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","10","4-10","273",277,1
"Douglas","burned","TF10","68",2010,2011,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","1","0-3","271",143,1
"Douglas","burned","TF10","68",2010,2012,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","2","0-3","272",167,1
"Douglas","burned","TF10","68",2010,2013,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","3","0-3","281",146,1
"Douglas","burned","TF10","68",2010,2014,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","4","4-10","265",177,1
"Douglas","burned","TF10","68",2010,2020,"US","Douglas and Jorgenson",64.71577,-148.0096,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","10","4-10","273",264,1
"Douglas","burned","TF10","69",2010,2011,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","1","0-3","271",141,1
"Douglas","burned","TF10","69",2010,2013,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","3","0-3","281",238,1
"Douglas","burned","TF10","69",2010,2014,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","4","4-10","265",145,1
"Douglas","burned","TF10","69",2010,2020,"US","Douglas and Jorgenson",64.71577,-148.0096,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","10","4-10","273",268,1
"Douglas","burned","TF10","70",2010,2011,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","1","0-3","271",137,1
"Douglas","burned","TF10","70",2010,2012,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","2","0-3","272",140,1
"Douglas","burned","TF10","70",2010,2013,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","3","0-3","281",222,1
"Douglas","burned","TF10","70",2010,2018,"US","Douglas and Jorgenson",64.71577,-148.0096,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","8","4-10","287",307,1
"Douglas","burned","TF10","71",2010,2011,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","1","0-3","271",128,1
"Douglas","burned","TF10","71",2010,2013,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","3","0-3","281",219,1
"Douglas","burned","TF10","72",2010,2011,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","1","0-3","271",124,1
"Douglas","burned","TF10","72",2010,2012,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","2","0-3","272",141,1
"Douglas","burned","TF10","72",2010,2013,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","3","0-3","281",218,1
"Douglas","burned","TF10","73",2010,2011,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","1","0-3","271",121,1
"Douglas","burned","TF10","73",2010,2013,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","3","0-3","281",225,1
"Douglas","burned","TF10","74",2010,2011,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","1","0-3","271",120,1
"Douglas","burned","TF10","74",2010,2012,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","2","0-3","272",154,1
"Douglas","burned","TF10","74",2010,2013,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","3","0-3","281",219,1
"Douglas","burned","TF10","75",2010,2011,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","1","0-3","271",119,1
"Douglas","burned","TF10","75",2010,2013,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","3","0-3","281",210,1
"Douglas","burned","TF10","76",2010,2011,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","1","0-3","271",119,1
"Douglas","burned","TF10","76",2010,2012,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","2","0-3","272",183,1
"Douglas","burned","TF10","76",2010,2013,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","3","0-3","281",216,1
"Douglas","burned","TF10","77",2010,2011,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","1","0-3","271",118,1
"Douglas","burned","TF10","78",2010,2011,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","1","0-3","271",121,1
"Douglas","burned","TF10","78",2010,2012,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","2","0-3","272",182,1
"Douglas","burned","TF10","80",2010,2012,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","2","0-3","272",190,1
"Douglas","burned","TF10","82",2010,2012,"US","Douglas and Jorgenson",64.715769,-148.009622,"boreal","2010","f1","n","n",-9999,"N","L",NA,"EN","2","0-3","272",216,1
"Douglas","unburned","Farmers CALM","1",-9999,2005,"US","Douglas and Jorgenson",64.87646,-147.66708,"boreal","N/A","f1","n","n",-9999,"N","L",NA,"EN","u","unburned","269",56,1
"Douglas","unburned","Farmers CALM","1",-9999,2006,"US","Douglas and Jorgenson",64.87646,-147.66708,"boreal","N/A","f1","n","n",-9999,"N","L",NA,"EN","u","unburned","276",51,1
"Douglas","unburned","Farmers CALM","1",-9999,2007,"US","Douglas and Jorgenson",64.87646,-147.66708,"boreal","N/A","f1","n","n",-9999,"N","L",NA,"EN","u","unburned","264",55,1
"Douglas","unburned","Farmers CALM","1",-9999,2008,"US","Douglas and Jorgenson",64.87646,-147.66708,"boreal","N/A","f1","n","n",-9999,"N","L",NA,"EN","u","unburned","260",53,1
"Douglas","unburned","Farmers CALM","1",-9999,2009,"US","Douglas and Jorgenson",64.87646,-147.66708,"boreal","N/A","f1","n","n",-9999,"N","L",NA,"EN","u","unburned","259",50,1
"Douglas","unburned","Farmers CALM","1",-9999,2010,"US","Douglas and Jorgenson",64.87646,-147.66708,"boreal","N/A","f1","n","n",-9999,"N","L",NA,"EN","u","unburned","256",50,1
"Douglas","unburned","Farmers CALM","1",-9999,2011,"US","Douglas and Jorgenson",64.87646,-147.66708,"boreal","N/A","f1","n","n",-9999,"N","L",NA,"EN","u","unburned","271",50,1
"Douglas","unburned","Farmers CALM","1",-9999,2012,"US","Douglas and Jorgenson",64.87646,-147.66708,"boreal","N/A","f1","n","n",-9999,"N","L",NA,"EN","u","unburned","271",56,1
"Douglas","unburned","Farmers CALM","1",-9999,2013,"US","Douglas and Jorgenson",64.87646,-147.66708,"boreal","N/A","f1","n","n",-9999,"N","L",NA,"EN","u","unburned","251",51,1
"Douglas","unburned","Farmers CALM","1",-9999,2014,"US","Douglas and Jorgenson",64.87646,-147.66708,"boreal","N/A","f1","n","n",-9999,"N","L",NA,"EN","u","unburned","265",56,1
"Douglas","unburned","Farmers CALM","1",-9999,2015,"US","Douglas and Jorgenson",64.87646,-147.66708,"boreal","N/A","f1","n","n",-9999,"N","L",NA,"EN","u","unburned","260",55,1
"Douglas","unburned","Farmers CALM","1",-9999,2016,"US","Douglas and Jorgenson",64.87646,-147.6671,"boreal","N/A","f1","n","n",-9999,"N","L",NA,"EN","u","unburned","275",58,1
"Douglas","unburned","Farmers CALM","1",-9999,2017,"US","Douglas and Jorgenson",64.87646,-147.6671,"boreal","N/A","f1","n","n",-9999,"N","L",NA,"EN","u","unburned","276",61,1
"Douglas","unburned","Farmers CALM","1",-9999,2018,"US","Douglas and Jorgenson",64.87646,-147.6671,"boreal","N/A","f1","n","n",-9999,"N","L",NA,"EN","u","unburned","287",62,1
"Douglas","unburned","Farmers CALM","1",-9999,2019,"US","Douglas and Jorgenson",64.87646,-147.6671,"boreal","N/A","f1","n","n",-9999,"N","L",NA,"EN","u","unburned","272",65,1
"Douglas","unburned","Farmers CALM","1",-9999,2020,"US","Douglas and Jorgenson",64.87646,-147.6671,"boreal","N/A","f1","n","n",-9999,"N","L",NA,"EN","u","unburned","273",66,1
"Douglas","unburned","Farmers CALM","10",-9999,2005,"US","Douglas and Jorgenson",64.87646,-147.66708,"boreal","N/A","f1","n","n",-9999,"N","L",NA,"EN","u","unburned","269",57,1
"Douglas","unburned","Farmers CALM","10",-9999,2006,"US","Douglas and Jorgenson",64.87646,-147.66708,"boreal","N/A","f1","n","n",-9999,"N","L",NA,"EN","u","unburned","276",48,1
"Douglas","unburned","Farmers CALM","10",-9999,2007,"US","Douglas and Jorgenson",64.87646,-147.66708,"boreal","N/A","f1","n","n",-9999,"N","L",NA,"EN","u","unburned","264",50,1
"Douglas","unburned","Farmers CALM","10",-9999,2008,"US","Douglas and Jorgenson",64.87646,-147.66708,"boreal","N/A","f1","n","n",-9999,"N","L",NA,"EN","u","unburned","260",56,1
"Douglas","unburned","Farmers CALM","10",-9999,2009,"US","Douglas and Jorgenson",64.87646,-147.66708,"boreal","N/A","f1","n","n",-9999,"N","L",NA,"EN","u","unburned","259",45,1
"Douglas","unburned","Farmers CALM","10",-9999,2010,"US","Douglas and Jorgenson",64.87646,-147.66708,"boreal","N/A","f1","n","n",-9999,"N","L",NA,"EN","u","unburned","256",52,1
"Douglas","unburned","Farmers CALM","10",-9999,2011,"US","Douglas and Jorgenson",64.87646,-147.66708,"boreal","N/A","f1","n","n",-9999,"N","L",NA,"EN","u","unburned","271",51,1
"Douglas","unburned","Farmers CALM","10",-9999,2012,"US","Douglas and Jorgenson",64.87646,-147.66708,"boreal","N/A","f1","n","n",-9999,"N","L",NA,"EN","u","unburned","271",51,1
"Douglas","unburned","Farmers CALM","10",-9999,2013,"US","Douglas and Jorgenson",64.87646,-147.66708,"boreal","N/A","f1","n","n",-9999,"N","L",NA,"EN","u","unburned","251",48,1
